Common_name,Hectad,Time_period,Exclude
Gold Spangle,SD39,1975-1991,0
Red Sword-grass,SD41,2012-2016,0
Gold Spangle,SD42,2012-2016,0
Red Sword-grass,SD42,2012-2016,0
Golden-rod Brindle,SD43,1975-1991,0
Great Brocade,SD44,1975-1991,1
Gold Spangle,SD45,1975-1991,0
Red Sword-grass,SD45,2012-2016,0
Gold Spangle,SD46,1975-1991,0
Gold Spangle,SD46,2012-2016,0
Red Sword-grass,SD46,2012-2016,0
Gold Spangle,SD47,1975-1991,0
Gold Spangle,SD47,2012-2016,0
Scarce Silver Y,SD47,1975-1991,0
Golden-rod Brindle,SD47,1975-1991,0
Red Sword-grass,SD47,1975-1991,0
Red Sword-grass,SD47,2012-2016,0
Great Brocade,SD47,1975-1991,1
Gold Spangle,SD48,1975-1991,0
Gold Spangle,SD48,2012-2016,0
Red Sword-grass,SD48,2012-2016,0
Gold Spangle,SD49,2012-2016,0
Red Sword-grass,SD49,2012-2016,0
Gold Spangle,SD50,1975-1991,0
Gold Spangle,SD51,1975-1991,0
Red Sword-grass,SD52,2012-2016,0
Red Sword-grass,SD53,2012-2016,0
Golden-rod Brindle,SD54,1975-1991,0
Red Sword-grass,SD54,2012-2016,0
Gold Spangle,SD55,2012-2016,0
Red Sword-grass,SD55,2012-2016,0
Gold Spangle,SD56,1975-1991,0
Gold Spangle,SD56,2012-2016,0
Red Sword-grass,SD56,1975-1991,0
Red Sword-grass,SD56,2012-2016,0
Gold Spangle,SD57,2012-2016,0
Red Sword-grass,SD57,2012-2016,0
Gold Spangle,SD58,2012-2016,0
Gold Spangle,SD59,2012-2016,0
Red Sword-grass,SD59,2012-2016,0
Great Brocade,SD59,1975-1991,1
Gold Spangle,SD60,1975-1991,0
Gold Spangle,SD60,2012-2016,0
Gold Spangle,SD61,2012-2016,0
Red Sword-grass,SD61,2012-2016,0
Red Sword-grass,SD62,2012-2016,0
Gold Spangle,SD63,1975-1991,0
Golden-rod Brindle,SD63,1975-1991,0
Red Sword-grass,SD63,2012-2016,0
Gold Spangle,SD64,2012-2016,0
Golden-rod Brindle,SD64,2012-2016,0
Red Sword-grass,SD64,2012-2016,0
Gold Spangle,SD66,1975-1991,0
Gold Spangle,SD66,2012-2016,0
Scarce Silver Y,SD66,2012-2016,0
Golden-rod Brindle,SD66,1975-1991,0
Red Sword-grass,SD66,1975-1991,0
Red Sword-grass,SD66,2012-2016,0
Gold Spangle,SD67,2012-2016,0
Red Sword-grass,SD67,2012-2016,0
Gold Spangle,SD69,1975-1991,0
Scarce Silver Y,SD69,1975-1991,0
Gold Spangle,SD70,2012-2016,0
Red Sword-grass,SD70,2012-2016,0
Gold Spangle,SD71,1975-1991,0
Gold Spangle,SD71,2012-2016,0
Red Sword-grass,SD71,2012-2016,0
Gold Spangle,SD72,2012-2016,0
Gold Spangle,SD76,1975-1991,0
Gold Spangle,SD76,2012-2016,0
Golden-rod Brindle,SD76,1975-1991,0
Red Sword-grass,SD76,1975-1991,0
Gold Spangle,SD77,1975-1991,0
Gold Spangle,SD77,2012-2016,0
Scarce Silver Y,SD77,2012-2016,0
Red Sword-grass,SD77,1975-1991,0
Red Sword-grass,SD77,2012-2016,0
Gold Spangle,SD78,2012-2016,0
Scarce Silver Y,SD78,2012-2016,0
Great Brocade,SD78,2012-2016,1
Gold Spangle,SD81,1975-1991,0
Gold Spangle,SD81,2012-2016,0
Scarce Silver Y,SD81,2012-2016,0
Red Sword-grass,SD81,2012-2016,0
Gold Spangle,SD82,2012-2016,0
Gold Spangle,SD83,2012-2016,0
Gold Spangle,SD85,2012-2016,0
Gold Spangle,SD86,1975-1991,0
Gold Spangle,SD86,2012-2016,0
Scarce Silver Y,SD86,1975-1991,0
Scarce Silver Y,SD86,2012-2016,0
Golden-rod Brindle,SD86,1975-1991,0
Golden-rod Brindle,SD86,2012-2016,0
Red Sword-grass,SD86,2012-2016,0
Great Brocade,SD86,1975-1991,1
Gold Spangle,SD88,1975-1991,0
Gold Spangle,SD88,2012-2016,0
Gold Spangle,SD89,2012-2016,0
Gold Spangle,SD91,2012-2016,0
Scarce Silver Y,SD91,2012-2016,0
Gold Spangle,SD92,2012-2016,0
Gold Spangle,SD95,2012-2016,0
Scarce Silver Y,SD95,2012-2016,0
Golden-rod Brindle,SD95,2012-2016,0
Red Sword-grass,SD95,2012-2016,0
Gold Spangle,SD96,2012-2016,0
Red Sword-grass,SD96,2012-2016,0
Gold Spangle,SD97,2012-2016,0
Gold Spangle,SD98,2012-2016,0
Red Sword-grass,SD98,2012-2016,0
Gold Spangle,SE00,2012-2016,0
Scarce Silver Y,SE00,2012-2016,0
Golden-rod Brindle,SE00,1975-1991,0
Red Sword-grass,SE00,2012-2016,0
Gold Spangle,SE01,2012-2016,0
Gold Spangle,SE02,1975-1991,0
Gold Spangle,SE02,2012-2016,0
Scarce Silver Y,SE02,2012-2016,0
Red Sword-grass,SE02,2012-2016,0
Scarce Silver Y,SE04,2012-2016,0
Golden-rod Brindle,SE05,1975-1991,0
Gold Spangle,SE06,2012-2016,0
Scarce Silver Y,SE06,2012-2016,0
Golden-rod Brindle,SE06,2012-2016,0
Red Sword-grass,SE06,2012-2016,0
Red Sword-grass,SE08,2012-2016,0
Gold Spangle,SE09,1975-1991,0
Scarce Silver Y,SE09,2012-2016,0
Gold Spangle,SE10,1975-1991,0
Gold Spangle,SE11,1975-1991,0
Gold Spangle,SE11,2012-2016,0
Golden-rod Brindle,SE11,1975-1991,0
Angle-striped Sallow,SE11,1975-1991,0
Angle-striped Sallow,SE11,2012-2016,0
Gold Spangle,SE12,2012-2016,0
Angle-striped Sallow,SE12,2012-2016,0
Gold Spangle,SE13,1975-1991,0
Gold Spangle,SE13,2012-2016,0
Angle-striped Sallow,SE13,2012-2016,0
Gold Spangle,SE14,1975-1991,0
Gold Spangle,SE14,2012-2016,0
Scarce Silver Y,SE14,1975-1991,0
Scarce Silver Y,SE14,2012-2016,0
Golden-rod Brindle,SE14,1975-1991,0
Golden-rod Brindle,SE14,2012-2016,0
Red Sword-grass,SE14,2012-2016,0
Angle-striped Sallow,SE14,2012-2016,0
Gold Spangle,SE15,2012-2016,0
Scarce Silver Y,SE15,1975-1991,0
Angle-striped Sallow,SE15,2012-2016,0
Gold Spangle,SE16,1975-1991,0
Gold Spangle,SE16,2012-2016,0
Scarce Silver Y,SE16,1975-1991,0
Scarce Silver Y,SE16,2012-2016,0
Golden-rod Brindle,SE16,1975-1991,0
Golden-rod Brindle,SE16,2012-2016,0
Scarce Silver Y,SE17,1975-1991,0
Scarce Silver Y,SE17,2012-2016,0
Golden-rod Brindle,SE17,1975-1991,0
Gold Spangle,SE18,1975-1991,0
Gold Spangle,SE18,2012-2016,0
Scarce Silver Y,SE18,1975-1991,0
Scarce Silver Y,SE18,2012-2016,0
Red Sword-grass,SE18,2012-2016,0
Gold Spangle,SE19,2012-2016,0
Scarce Silver Y,SE19,2012-2016,0
Red Sword-grass,SE19,2012-2016,0
Gold Spangle,SE21,1975-1991,0
Gold Spangle,SE21,2012-2016,0
Gold Spangle,SE23,2012-2016,0
Angle-striped Sallow,SE23,2012-2016,0
Gold Spangle,SE24,2012-2016,0
Gold Spangle,SE25,1975-1991,0
Scarce Silver Y,SE25,1975-1991,0
Red Sword-grass,SE25,1975-1991,0
Great Brocade,SE25,1975-1991,1
Gold Spangle,SE26,1975-1991,0
Scarce Silver Y,SE26,1975-1991,0
Scarce Silver Y,SE26,2012-2016,0
Golden-rod Brindle,SE26,1975-1991,0
Angle-striped Sallow,SE26,1975-1991,0
Angle-striped Sallow,SE26,2012-2016,0
Gold Spangle,SE27,1975-1991,0
Gold Spangle,SE27,2012-2016,0
Scarce Silver Y,SE27,2012-2016,0
Red Sword-grass,SE27,2012-2016,0
Angle-striped Sallow,SE27,2012-2016,0
Angle-striped Sallow,SE30,1975-1991,0
Gold Spangle,SE31,2012-2016,0
Scarce Silver Y,SE31,2012-2016,0
Angle-striped Sallow,SE31,2012-2016,0
Gold Spangle,SE33,1975-1991,0
Gold Spangle,SE33,2012-2016,0
Golden-rod Brindle,SE33,1975-1991,0
Angle-striped Sallow,SE33,2012-2016,0
Gold Spangle,SE34,2012-2016,0
Angle-striped Sallow,SE34,2012-2016,0
Gold Spangle,SE35,1975-1991,0
Gold Spangle,SE35,2012-2016,0
Scarce Silver Y,SE35,1975-1991,0
Golden-rod Brindle,SE35,1975-1991,0
Sword-grass,SE35,1975-1991,0
Red Sword-grass,SE35,2012-2016,0
Angle-striped Sallow,SE35,2012-2016,0
Gold Spangle,SE36,1975-1991,0
Gold Spangle,SE36,2012-2016,0
Gold Spangle,SE37,1975-1991,0
Gold Spangle,SE37,2012-2016,0
Red Sword-grass,SE37,2012-2016,0
Angle-striped Sallow,SE37,2012-2016,0
Great Brocade,SE37,1975-1991,1
Gold Spangle,SE40,1975-1991,0
Gold Spangle,SE40,2012-2016,0
Golden-rod Brindle,SE40,1975-1991,0
Angle-striped Sallow,SE40,1975-1991,0
Angle-striped Sallow,SE40,2012-2016,0
Sword-grass,SE43,1975-1991,0
Red Sword-grass,SE43,2012-2016,0
Angle-striped Sallow,SE43,2012-2016,0
Gold Spangle,SE44,1975-1991,0
Angle-striped Sallow,SE44,1975-1991,0
Angle-striped Sallow,SE47,2012-2016,0
Scarce Silver Y,SE49,1975-1991,0
Gold Spangle,SE50,2012-2016,0
Angle-striped Sallow,SE50,2012-2016,0
Gold Spangle,SE51,1975-1991,0
Red Sword-grass,SE51,2012-2016,0
Angle-striped Sallow,SE51,1975-1991,0
Angle-striped Sallow,SE51,2012-2016,0
Angle-striped Sallow,SE53,2012-2016,0
Gold Spangle,SE54,2012-2016,0
Gold Spangle,SE57,1975-1991,0
Gold Spangle,SE57,2012-2016,0
Scarce Silver Y,SE57,1975-1991,0
Golden-rod Brindle,SE57,1975-1991,0
Red Sword-grass,SE57,1975-1991,0
Angle-striped Sallow,SE57,1975-1991,0
Great Brocade,SE57,1975-1991,1
Gold Spangle,SE58,2012-2016,0
Angle-striped Sallow,SE58,2012-2016,0
Angle-striped Sallow,SE60,2012-2016,0
Angle-striped Sallow,SE61,2012-2016,0
Angle-striped Sallow,SE62,1975-1991,0
Gold Spangle,SE64,2012-2016,0
Red Sword-grass,SE64,2012-2016,0
Gold Spangle,SE65,2012-2016,0
Scarce Silver Y,SE65,1975-1991,0
Golden-rod Brindle,SE65,1975-1991,0
Red Sword-grass,SE65,1975-1991,0
Red Sword-grass,SE65,2012-2016,0
Angle-striped Sallow,SE65,1975-1991,0
Angle-striped Sallow,SE65,2012-2016,0
Great Brocade,SE65,1975-1991,1
Great Brocade,SE65,2012-2016,1
Red Sword-grass,SE66,2012-2016,0
Angle-striped Sallow,SE66,2012-2016,0
Gold Spangle,SE68,1975-1991,0
Scarce Silver Y,SE68,1975-1991,0
Angle-striped Sallow,SE68,1975-1991,0
Angle-striped Sallow,SE70,2012-2016,0
Red Sword-grass,SE71,2012-2016,0
Angle-striped Sallow,SE71,2012-2016,0
Angle-striped Sallow,SE74,2012-2016,0
Angle-striped Sallow,SE75,1975-1991,0
Gold Spangle,SE78,1975-1991,0
Scarce Silver Y,SE79,1975-1991,0
Golden-rod Brindle,SE79,1975-1991,0
Red Sword-grass,SE79,1975-1991,0
Angle-striped Sallow,SE79,1975-1991,0
Angle-striped Sallow,SE81,2012-2016,0
Angle-striped Sallow,SE83,2012-2016,0
Gold Spangle,SE86,1975-1991,0
Gold Spangle,SE88,1975-1991,0
Gold Spangle,SE88,2012-2016,0
Scarce Silver Y,SE88,2012-2016,0
Golden-rod Brindle,SE88,1975-1991,0
Red Sword-grass,SE88,2012-2016,0
Angle-striped Sallow,SE88,1975-1991,0
Angle-striped Sallow,SE88,2012-2016,0
Great Brocade,SE88,1975-1991,1
Gold Spangle,SE89,2012-2016,0
Scarce Silver Y,SE89,1975-1991,0
Scarce Silver Y,SE89,2012-2016,0
Golden-rod Brindle,SE89,1975-1991,0
Angle-striped Sallow,SE89,2012-2016,0
Red Sword-grass,SE94,2012-2016,0
Great Brocade,SE94,1975-1991,1
Gold Spangle,SE98,1975-1991,0
Golden-rod Brindle,SE98,1975-1991,0
Angle-striped Sallow,SE98,1975-1991,0
Angle-striped Sallow,SE98,2012-2016,0
Great Brocade,SE98,1975-1991,1
Gold Spangle,SE99,1975-1991,0
Gold Spangle,SE99,2012-2016,0
Scarce Silver Y,SE99,1975-1991,0
Golden-rod Brindle,SE99,1975-1991,0
Red Sword-grass,SE99,2012-2016,0
Angle-striped Sallow,SE99,1975-1991,0
Angle-striped Sallow,SE99,2012-2016,0
Red Sword-grass,SH12,2012-2016,0
Red Sword-grass,SH27,2012-2016,0
Red Sword-grass,SH28,1975-1991,0
Red Sword-grass,SH32,2012-2016,0
Gold Spangle,SH33,2012-2016,0
Red Sword-grass,SH37,2012-2016,0
Gold Spangle,SH44,2012-2016,0
Red Sword-grass,SH44,2012-2016,0
Gold Spangle,SH45,2012-2016,0
Red Sword-grass,SH46,1975-1991,0
Red Sword-grass,SH46,2012-2016,0
Gold Spangle,SH47,1975-1991,0
Gold Spangle,SH47,2012-2016,0
Red Sword-grass,SH47,1975-1991,0
Red Sword-grass,SH47,2012-2016,0
Gold Spangle,SH48,1975-1991,0
Gold Spangle,SH48,2012-2016,0
Red Sword-grass,SH48,1975-1991,0
Red Sword-grass,SH48,2012-2016,0
Gold Spangle,SH49,2012-2016,0
Red Sword-grass,SH49,2012-2016,0
Gold Spangle,SH52,2012-2016,0
Scarce Silver Y,SH52,2012-2016,0
Golden-rod Brindle,SH52,1975-1991,0
Red Sword-grass,SH53,2012-2016,0
Gold Spangle,SH55,1975-1991,0
Scarce Silver Y,SH55,1975-1991,0
Sword-grass,SH55,1975-1991,0
Red Sword-grass,SH55,1975-1991,0
Gold Spangle,SH56,1975-1991,0
Scarce Silver Y,SH56,1975-1991,0
Gold Spangle,SH57,1975-1991,0
Gold Spangle,SH57,2012-2016,0
Red Sword-grass,SH57,1975-1991,0
Red Sword-grass,SH57,2012-2016,0
Gold Spangle,SH58,1975-1991,0
Gold Spangle,SH58,2012-2016,0
Red Sword-grass,SH58,1975-1991,0
Gold Spangle,SH61,1975-1991,0
Scarce Silver Y,SH61,1975-1991,0
Red Sword-grass,SH61,1975-1991,0
Red Sword-grass,SH61,2012-2016,0
Red Sword-grass,SH62,1975-1991,0
Gold Spangle,SH64,2012-2016,0
Red Sword-grass,SH64,1975-1991,0
Red Sword-grass,SH64,2012-2016,0
Gold Spangle,SH66,2012-2016,0
Red Sword-grass,SH66,2012-2016,0
Gold Spangle,SH67,1975-1991,0
Gold Spangle,SH70,1975-1991,0
Red Sword-grass,SH70,2012-2016,0
Scarce Silver Y,SH71,2012-2016,0
Gold Spangle,SH72,1975-1991,0
Scarce Silver Y,SH72,1975-1991,0
Gold Spangle,SH73,2012-2016,0
Scarce Silver Y,SH73,2012-2016,0
Red Sword-grass,SH73,2012-2016,0
Red Sword-grass,SH75,2012-2016,0
Scarce Silver Y,SH76,2012-2016,0
Red Sword-grass,SH77,2012-2016,0
Gold Spangle,SH80,2012-2016,0
Red Sword-grass,SH80,2012-2016,0
Gold Spangle,SH83,2012-2016,0
Scarce Silver Y,SH83,2012-2016,0
Red Sword-grass,SH83,2012-2016,0
Gold Spangle,SH87,1975-1991,0
Red Sword-grass,SH87,1975-1991,0
Gold Spangle,SH91,1975-1991,0
Scarce Silver Y,SH91,1975-1991,0
Golden-rod Brindle,SH91,1975-1991,0
Red Sword-grass,SH91,2012-2016,0
Scarce Silver Y,SH92,1975-1991,0
Scarce Silver Y,SH92,2012-2016,0
Golden-rod Brindle,SH92,2012-2016,0
Red Sword-grass,SH92,2012-2016,0
Gold Spangle,SH95,2012-2016,0
Gold Spangle,SH96,2012-2016,0
Gold Spangle,SJ01,1975-1991,0
Gold Spangle,SJ01,2012-2016,0
Scarce Silver Y,SJ02,2012-2016,0
Gold Spangle,SJ08,2012-2016,0
Red Sword-grass,SJ12,2012-2016,0
Golden-rod Brindle,SJ14,1975-1991,0
Red Sword-grass,SJ15,1975-1991,0
Great Brocade,SJ15,1975-1991,1
Red Sword-grass,SJ18,2012-2016,0
Gold Spangle,SJ21,2012-2016,0
Gold Spangle,SJ22,1975-1991,0
Gold Spangle,SJ22,2012-2016,0
Gold Spangle,SJ23,1975-1991,0
Golden-rod Brindle,SJ23,1975-1991,0
Red Sword-grass,SJ23,2012-2016,0
Gold Spangle,SJ24,2012-2016,0
Golden-rod Brindle,SJ24,1975-1991,0
Gold Spangle,SJ25,1975-1991,0
Golden-rod Brindle,SJ25,1975-1991,0
Red Sword-grass,SJ25,1975-1991,0
Gold Spangle,SJ26,1975-1991,0
Sword-grass,SJ27,1975-1991,0
Red Sword-grass,SJ27,1975-1991,0
Red Sword-grass,SJ28,2012-2016,0
Gold Spangle,SJ29,1975-1991,0
Red Sword-grass,SJ29,1975-1991,0
Gold Spangle,SJ30,2012-2016,0
Gold Spangle,SJ31,2012-2016,0
Gold Spangle,SJ34,1975-1991,0
Gold Spangle,SJ35,1975-1991,0
Golden-rod Brindle,SJ35,1975-1991,0
Red Sword-grass,SJ35,1975-1991,0
Red Sword-grass,SJ35,2012-2016,0
Great Brocade,SJ35,1975-1991,1
Gold Spangle,SJ37,1975-1991,0
Sword-grass,SJ37,1975-1991,0
Red Sword-grass,SJ37,1975-1991,0
Red Sword-grass,SJ37,2012-2016,0
Gold Spangle,SJ38,1975-1991,0
Gold Spangle,SJ38,2012-2016,0
Red Sword-grass,SJ38,1975-1991,0
Great Brocade,SJ40,1975-1991,1
Red Sword-grass,SJ43,2012-2016,0
Red Sword-grass,SJ44,1975-1991,0
Gold Spangle,SJ45,1975-1991,0
Red Sword-grass,SJ45,1975-1991,0
Gold Spangle,SJ47,1975-1991,0
Gold Spangle,SJ47,2012-2016,0
Gold Spangle,SJ48,1975-1991,0
Red Sword-grass,SJ48,2012-2016,0
Gold Spangle,SJ49,2012-2016,0
Red Sword-grass,SJ49,2012-2016,0
Gold Spangle,SJ55,2012-2016,0
Gold Spangle,SJ58,1975-1991,0
Gold Spangle,SJ58,2012-2016,0
Red Sword-grass,SJ58,2012-2016,0
Gold Spangle,SJ60,1975-1991,0
Red Sword-grass,SJ60,1975-1991,0
Angle-striped Sallow,SJ60,2012-2016,0
Sword-grass,SJ61,1975-1991,0
Angle-striped Sallow,SJ61,1975-1991,0
Gold Spangle,SJ64,1975-1991,0
Gold Spangle,SJ64,2012-2016,0
Red Sword-grass,SJ64,1975-1991,0
Red Sword-grass,SJ65,1975-1991,0
Gold Spangle,SJ67,2012-2016,0
Red Sword-grass,SJ68,2012-2016,0
Red Sword-grass,SJ69,2012-2016,0
Angle-striped Sallow,SJ71,2012-2016,0
Golden-rod Brindle,SJ73,1975-1991,0
Red Sword-grass,SJ73,1975-1991,0
Angle-striped Sallow,SJ73,1975-1991,0
Gold Spangle,SJ74,1975-1991,0
Golden-rod Brindle,SJ74,1975-1991,0
Red Sword-grass,SJ74,1975-1991,0
Great Brocade,SJ74,1975-1991,1
Red Sword-grass,SJ75,1975-1991,0
Gold Spangle,SJ77,1975-1991,0
Gold Spangle,SJ78,1975-1991,0
Red Sword-grass,SJ78,2012-2016,0
Red Sword-grass,SJ79,2012-2016,0
Angle-striped Sallow,SJ80,1975-1991,0
Golden-rod Brindle,SJ81,1975-1991,0
Gold Spangle,SJ82,1975-1991,0
Gold Spangle,SJ82,2012-2016,0
Sword-grass,SJ82,1975-1991,0
Red Sword-grass,SJ82,2012-2016,0
Great Brocade,SJ82,1975-1991,1
Gold Spangle,SJ84,1975-1991,0
Gold Spangle,SJ84,2012-2016,0
Golden-rod Brindle,SJ84,1975-1991,0
Red Sword-grass,SJ84,2012-2016,0
Gold Spangle,SJ85,2012-2016,0
Red Sword-grass,SJ85,2012-2016,0
Gold Spangle,SJ86,1975-1991,0
Gold Spangle,SJ87,1975-1991,0
Gold Spangle,SJ87,2012-2016,0
Golden-rod Brindle,SJ87,1975-1991,0
Angle-striped Sallow,SJ87,1975-1991,0
Gold Spangle,SJ88,1975-1991,0
Gold Spangle,SJ88,2012-2016,0
Gold Spangle,SJ89,1975-1991,0
Gold Spangle,SJ90,2012-2016,0
Golden-rod Brindle,SJ91,1975-1991,0
Angle-striped Sallow,SJ91,1975-1991,0
Angle-striped Sallow,SJ91,2012-2016,0
Great Brocade,SJ91,1975-1991,1
Scarce Silver Y,SJ92,2012-2016,0
Angle-striped Sallow,SJ92,2012-2016,0
Gold Spangle,SJ93,1975-1991,0
Golden-rod Brindle,SJ93,1975-1991,0
Gold Spangle,SJ94,1975-1991,0
Gold Spangle,SJ94,2012-2016,0
Sword-grass,SJ94,1975-1991,0
Gold Spangle,SJ95,1975-1991,0
Gold Spangle,SJ96,2012-2016,0
Golden-rod Brindle,SJ96,1975-1991,0
Gold Spangle,SJ97,1975-1991,0
Gold Spangle,SJ97,2012-2016,0
Scarce Silver Y,SJ97,2012-2016,0
Golden-rod Brindle,SJ97,2012-2016,0
Red Sword-grass,SJ97,2012-2016,0
Gold Spangle,SJ98,1975-1991,0
Gold Spangle,SJ98,2012-2016,0
Golden-rod Brindle,SJ98,1975-1991,0
Golden-rod Brindle,SJ98,2012-2016,0
Red Sword-grass,SJ98,2012-2016,0
Gold Spangle,SJ99,1975-1991,0
Gold Spangle,SJ99,2012-2016,0
Scarce Silver Y,SJ99,2012-2016,0
Red Sword-grass,SJ99,2012-2016,0
Angle-striped Sallow,SK01,2012-2016,0
Angle-striped Sallow,SK04,1975-1991,0
Gold Spangle,SK05,1975-1991,0
Gold Spangle,SK05,2012-2016,0
Golden-rod Brindle,SK05,1975-1991,0
Golden-rod Brindle,SK05,2012-2016,0
Gold Spangle,SK06,2012-2016,0
Golden-rod Brindle,SK06,1975-1991,0
Golden-rod Brindle,SK06,2012-2016,0
Red Sword-grass,SK06,2012-2016,0
Gold Spangle,SK07,1975-1991,0
Gold Spangle,SK07,2012-2016,0
Golden-rod Brindle,SK07,1975-1991,0
Gold Spangle,SK08,1975-1991,0
Gold Spangle,SK08,2012-2016,0
Scarce Silver Y,SK08,1975-1991,0
Red Sword-grass,SK08,2012-2016,0
Scarce Silver Y,SK09,2012-2016,0
Gold Spangle,SK15,1975-1991,0
Gold Spangle,SK15,2012-2016,0
Gold Spangle,SK16,1975-1991,0
Gold Spangle,SK16,2012-2016,0
Red Sword-grass,SK16,2012-2016,0
Gold Spangle,SK17,2012-2016,0
Scarce Silver Y,SK19,2012-2016,0
Angle-striped Sallow,SK20,2012-2016,0
Gold Spangle,SK23,1975-1991,0
Gold Spangle,SK26,1975-1991,0
Gold Spangle,SK26,2012-2016,0
Scarce Silver Y,SK26,1975-1991,0
Scarce Silver Y,SK26,2012-2016,0
Golden-rod Brindle,SK26,1975-1991,0
Angle-striped Sallow,SK26,2012-2016,0
Gold Spangle,SK27,1975-1991,0
Gold Spangle,SK27,2012-2016,0
Red Sword-grass,SK27,2012-2016,0
Angle-striped Sallow,SK27,2012-2016,0
Scarce Silver Y,SK28,1975-1991,0
Golden-rod Brindle,SK28,1975-1991,0
Angle-striped Sallow,SK31,2012-2016,0
Gold Spangle,SK32,1975-1991,0
Angle-striped Sallow,SK32,1975-1991,0
Angle-striped Sallow,SK32,2012-2016,0
Great Brocade,SK32,2012-2016,1
Gold Spangle,SK33,2012-2016,0
Great Brocade,SK33,2012-2016,1
Gold Spangle,SK36,1975-1991,0
Gold Spangle,SK36,2012-2016,0
Scarce Silver Y,SK36,1975-1991,0
Golden-rod Brindle,SK36,1975-1991,0
Red Sword-grass,SK36,2012-2016,0
Angle-striped Sallow,SK36,2012-2016,0
Gold Spangle,SK37,1975-1991,0
Red Sword-grass,SK37,1975-1991,0
Gold Spangle,SK38,1975-1991,0
Gold Spangle,SK38,2012-2016,0
Scarce Silver Y,SK38,2012-2016,0
Angle-striped Sallow,SK38,1975-1991,0
Angle-striped Sallow,SK38,2012-2016,0
Scarce Silver Y,SK39,1975-1991,0
Angle-striped Sallow,SK39,1975-1991,0
Angle-striped Sallow,SK39,2012-2016,0
Great Brocade,SK39,1975-1991,1
Golden-rod Brindle,SK41,1975-1991,1
Angle-striped Sallow,SK41,2012-2016,0
Angle-striped Sallow,SK42,2012-2016,0
Angle-striped Sallow,SK43,2012-2016,0
Gold Spangle,SK44,1975-1991,0
Red Sword-grass,SK44,1975-1991,0
Gold Spangle,SK45,1975-1991,0
Gold Spangle,SK46,2012-2016,0
Red Sword-grass,SK46,2012-2016,0
Angle-striped Sallow,SK46,1975-1991,0
Angle-striped Sallow,SK46,2012-2016,0
Angle-striped Sallow,SK49,1975-1991,0
Angle-striped Sallow,SK49,2012-2016,0
Gold Spangle,SK50,1975-1991,0
Gold Spangle,SK50,2012-2016,0
Angle-striped Sallow,SK50,2012-2016,0
Gold Spangle,SK51,1975-1991,0
Angle-striped Sallow,SK51,1975-1991,0
Angle-striped Sallow,SK51,2012-2016,0
Great Brocade,SK51,1975-1991,1
Angle-striped Sallow,SK54,2012-2016,0
Gold Spangle,SK55,2012-2016,0
Angle-striped Sallow,SK55,2012-2016,0
Angle-striped Sallow,SK56,2012-2016,0
Gold Spangle,SK57,1975-1991,0
Angle-striped Sallow,SK59,1975-1991,0
Angle-striped Sallow,SK59,2012-2016,0
Gold Spangle,SK60,1975-1991,0
Angle-striped Sallow,SK60,2012-2016,0
Angle-striped Sallow,SK61,2012-2016,0
Gold Spangle,SK63,2012-2016,0
Angle-striped Sallow,SK63,2012-2016,0
Angle-striped Sallow,SK66,1975-1991,0
Angle-striped Sallow,SK66,2012-2016,0
Angle-striped Sallow,SK67,2012-2016,0
Gold Spangle,SK68,2012-2016,0
Angle-striped Sallow,SK68,2012-2016,0
Angle-striped Sallow,SK69,1975-1991,0
Angle-striped Sallow,SK69,2012-2016,0
Great Brocade,SK69,1975-1991,1
Red Sword-grass,SK77,2012-2016,0
Angle-striped Sallow,SK77,2012-2016,0
Angle-striped Sallow,SK78,2012-2016,0
Angle-striped Sallow,SK79,2012-2016,0
Angle-striped Sallow,SK85,2012-2016,0
Angle-striped Sallow,SK86,2012-2016,0
Great Brocade,SK94,1975-1991,1
Gold Spangle,SM70,2012-2016,0
Red Sword-grass,SM70,2012-2016,0
Gold Spangle,SM72,1975-1991,0
Red Sword-grass,SM80,1975-1991,0
Red Sword-grass,SM80,2012-2016,0
Red Sword-grass,SM82,2012-2016,0
Red Sword-grass,SM92,2012-2016,0
Gold Spangle,SM93,1975-1991,0
Red Sword-grass,SM93,1975-1991,0
Red Sword-grass,SN00,1975-1991,0
Gold Spangle,SN02,1975-1991,0
Gold Spangle,SN03,1975-1991,0
Gold Spangle,SN03,2012-2016,0
Red Sword-grass,SN03,2012-2016,0
Gold Spangle,SN13,2012-2016,0
Red Sword-grass,SN13,1975-1991,0
Red Sword-grass,SN13,2012-2016,0
Gold Spangle,SN14,2012-2016,0
Red Sword-grass,SN14,2012-2016,0
Gold Spangle,SN24,1975-1991,0
Red Sword-grass,SN24,1975-1991,0
Gold Spangle,SN25,1975-1991,0
Gold Spangle,SN33,1975-1991,0
Gold Spangle,SN33,2012-2016,0
Gold Spangle,SN34,1975-1991,0
Red Sword-grass,SN34,1975-1991,0
Red Sword-grass,SN35,2012-2016,0
Gold Spangle,SN40,1975-1991,0
Gold Spangle,SN40,2012-2016,0
Red Sword-grass,SN40,1975-1991,0
Red Sword-grass,SN40,2012-2016,0
Red Sword-grass,SN41,1975-1991,0
Gold Spangle,SN43,2012-2016,0
Red Sword-grass,SN43,2012-2016,0
Gold Spangle,SN44,1975-1991,0
Red Sword-grass,SN44,1975-1991,0
Red Sword-grass,SN45,1975-1991,0
Gold Spangle,SN50,2012-2016,0
Gold Spangle,SN51,1975-1991,0
